nacionalidad,autoidentificacion_etnica,estatus_migratorio,numero_detenciones,estado_civil,nivel_de_instruccion,genero,edad,sexo
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,32,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,38,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,CUARTO NIVEL O DE POSGRADO,MASCULINO,48,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,34,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,,MASCULINO,39,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,36,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,34,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,,HOMBRE
ECUATORIANO,MESTIZO/A,,0,DIVORCIADO/A,BACHILLERATO,MASCULINO,52,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,REGULAR,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,FEMENINO,34,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,18,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,NO APLICA,12,MUJER
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,NO APLICA,0,SOLTERO/A,,MASCULINO,20,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,MASCULINO,52,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,37,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,DIVORCIADO/A,BACHILLERATO,MASCULINO,33,HOMBRE
ECUATORIANO,MONTUBIO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,35,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,21,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,20,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,44,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,31,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,CASADO/A,NO APLICA,MASCULINO,54,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,38,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,31,HOMBRE
COLOMBIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,39,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,NO APLICA,39,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,22,HOMBRE
ECUATORIANO,SHUAR,NO APLICA,0,SOLTERO/A,NO APLICA,FEMENINO,21,MUJER
ECUATORIANO,SHUAR,NO APLICA,0,SOLTERO/A,NO APLICA,FEMENINO,17,MUJER
ECUATORIANO,SHUAR,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,43,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,NO APLICA,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,36,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,43,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,NO APLICA,MASCULINO,47,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,20,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,20,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,27,HOMBRE
ECUATORIANO,INDÍGENA,REGULAR,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,24,HOMBRE
ECUATORIANO,,NO APLICA,0,SOLTERO/A,,FEMENINO,46,MUJER
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,29,HOMBRE
ECUATORIANO,MONTUBIO/A,,0,SOLTERO/A,,MASCULINO,33,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,17,HOMBRE
ECUATORIANO,MESTIZO/A,,0,DIVORCIADO/A,NO APLICA,MASCULINO,31,HOMBRE
COLOMBIANO,MESTIZO/A,REGULAR,0,CASADO/A,,MASCULINO,47,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,NO APLICA,23,MUJER
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,BACHILLERATO,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,50,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,33,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,33,HOMBRE
ECUATORIANO,SHUAR,NO APLICA,0,CASADO/A,,MASCULINO,42,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,MASCULINO,65,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,FEMENINO,27,MUJER
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,BACHILLERATO,MASCULINO,28,HOMBRE
ECUATORIANO,INDÍGENA,,0,SOLTERO/A,BACHILLERATO,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,FEMENINO,26,MUJER
ECUATORIANO,,,0,DIVORCIADO/A,NO APLICA,MASCULINO,54,HOMBRE
ECUATORIANO,MESTIZO/A,,0,VIUDO/A,,MASCULINO,47,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,17,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO,MASCULINO,28,HOMBRE
VENEZOLANO,MESTIZO/A,,0,SOLTERO/A,BACHILLERATO,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,MASCULINO,38,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,,MASCULINO,46,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,CASADO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,46,HOMBRE
COLOMBIANO,MESTIZO/A,NO APLICA,0,,NO APLICA,MASCULINO,40,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,DIVORCIADO/A,BACHILLERATO,FEMENINO,47,MUJER
ECUATORIANO,MESTIZO/A,,0,UNION DE HECHO,,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,35,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,29,HOMBRE
ECUATORIANO,KICHWA,,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,44,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,32,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,DIVORCIADO/A,,MASCULINO,36,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,,0,DIVORCIADO/A,,MASCULINO,54,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,FEMENINO,21,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,MASCULINO,33,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,31,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,MASCULINO,42,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO,MASCULINO,59,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,17,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,NO APLICA,MASCULINO,43,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,BACHILLERATO,NO APLICA,42,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,40,HOMBRE
ECUATORIANO,MESTIZO/A,,0,DIVORCIADO/A,TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO,MASCULINO,37,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,BACHILLERATO,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,35,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,24,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,38,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,44,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,MASCULINO,43,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,33,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,NO APLICA,MASCULINO,59,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,35,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,REGULAR,0,SOLTERO/A,,MASCULINO,21,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,28,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,NO APLICA,0,SOLTERO/A,,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,24,HOMBRE
COLOMBIANO,MESTIZO/A,,0,,NO APLICA,MASCULINO,35,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,BACHILLERATO,FEMENINO,33,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,25,HOMBRE
PERUANO,MESTIZO/A,,0,CASADO/A,,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,31,HOMBRE
ECUATORIANO,,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,BACHILLERATO,MASCULINO,38,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,NO APLICA,32,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,23,HOMBRE
VENEZOLANO,MESTIZO/A,NO APLICA,0,UNION DE HECHO,EDUCACIÓN GENERAL BÁSICA,MASCULINO,35,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,18,HOMBRE
COLOMBIANO,,IRREGULAR,0,SOLTERO/A,,MASCULINO,,HOMBRE
COLOMBIANO,,,0,,,MASCULINO,44,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,CUARTO NIVEL O DE POSGRADO,MASCULINO,29,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,33,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,,0,SOLTERO/A,,MASCULINO,32,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,NO APLICA,0,SOLTERO/A,,FEMENINO,30,HOMBRE
COLOMBIANO,MESTIZO/A,IRREGULAR,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,29,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,FEMENINO,18,MUJER
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,28,HOMBRE
VENEZOLANO,MESTIZO/A,IRREGULAR,0,SOLTERO/A,BACHILLERATO,MASCULINO,20,HOMBRE
ECUATORIANO,MONTUBIO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,21,HOMBRE
ECUATORIANO,MESTIZO/A,,0,DIVORCIADO/A,,MASCULINO,38,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,48,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,34,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,FEMENINO,26,MUJER
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,FEMENINO,22,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,23,HOMBRE
COLOMBIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,31,HOMBRE
ECUATORIANO,MESTIZO/A,,0,DIVORCIADO/A,,MASCULINO,50,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO,MASCULINO,64,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,BACHILLERATO,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,BACHILLERATO,MASCULINO,52,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,,MASCULINO,34,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,FEMENINO,38,MUJER
ECUATORIANO,,,0,VIUDO/A,,MASCULINO,66,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,36,HOMBRE
ECUATORIANO,NEGRO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,FEMENINO,30,MUJER
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,39,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,FEMENINO,50,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,NO APLICA,MASCULINO,43,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,CASADO/A,BACHILLERATO,FEMENINO,39,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,,MASCULINO,47,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,17,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,FEMENINO,43,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,19,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,FEMENINO,40,MUJER
ECUATORIANO,,NO APLICA,0,SOLTERO/A,,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,BACHILLERATO,MASCULINO,37,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,EDUCACIÓN GENERAL BÁSICA,FEMENINO,61,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,NO APLICA,FEMENINO,37,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,23,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,29,HOMBRE
ECUATORIANO,KICHWA,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO,FEMENINO,34,MUJER
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,25,HOMBRE
ECUATORIANO,KICHWA,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,24,HOMBRE
ECUATORIANO,KICHWA,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,18,HOMBRE
ECUATORIANO,KICHWA,REGULAR,0,SOLTERO/A,BACHILLERATO,MASCULINO,21,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,MASCULINO,20,HOMBRE
ECUATORIANO,,,0,SOLTERO/A,,MASCULINO,31,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,BACHILLERATO,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,21,HOMBRE
VENEZOLANO,MESTIZO/A,,0,,,FEMENINO,,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,NO APLICA,26,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,42,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,BACHILLERATO,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,46,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,DIVORCIADO/A,BACHILLERATO,MASCULINO,41,HOMBRE
COLOMBIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,22,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,42,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,FEMENINO,54,MUJER
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,FEMENINO,54,MUJER
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,17,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,,MASCULINO,38,HOMBRE
ECUATORIANO,BLANCO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,FEMENINO,33,MUJER
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,,MASCULINO,36,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,36,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,MASCULINO,48,HOMBRE
COLOMBIANO,MESTIZO/A,NO APLICA,0,UNION DE HECHO,,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,28,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,35,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,21,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,TERCER NIVEL TÉCNICO-TECNOLÓGICO Y DE GRADO,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,36,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,FEMENINO,28,MUJER
ECUATORIANO,,REGULAR,0,SOLTERO/A,,NO APLICA,32,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,47,HOMBRE
ECUATORIANO,MONTUBIO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,25,HOMBRE
ECUATORIANO,AFROECUATORIANO/A  AFRODESCENDIENTE,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,26,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,FEMENINO,36,MUJER
ECUATORIANO,INDÍGENA,,0,CASADO/A,,MASCULINO,37,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,18,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,15,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,EDUCACIÓN GENERAL BÁSICA,MASCULINO,31,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,NO APLICA,NO APLICA,28,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,CASADO/A,BACHILLERATO,MASCULINO,36,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,,0,CASADO/A,NO APLICA,MASCULINO,42,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,27,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,,FEMENINO,19,MUJER
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,NO APLICA,MASCULINO,25,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,,MASCULINO,24,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,NO APLICA,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,NO APLICA,0,SOLTERO/A,BACHILLERATO,MASCULINO,26,HOMBRE
VENEZOLANO,,REGULAR,0,SOLTERO/A,,FEMENINO,15,MUJER
ECUATORIANO,MESTIZO/A,,0,CASADO/A,,MASCULINO,30,HOMBRE
ECUATORIANO,MESTIZO/A,REGULAR,0,SOLTERO/A,BACHILLERATO,MASCULINO,37,HOMBRE
ECUATORIANO,MESTIZO/A,,0,SOLTERO/A,EDUCACIÓN INICIAL,MASCULINO,28,HOMBRE
